year,geography_level,geography_id,variable,value
2019,UPZ,31.0,fires,23.0
2020,UPZ,31.0,fires,9.0
2016,UPZ,32.0,fires,14.0
2017,UPZ,32.0,fires,25.0
2018,UPZ,32.0,fires,30.0
2019,UPZ,32.0,fires,33.0
2020,UPZ,32.0,fires,21.0
2016,UPZ,33.0,fires,177.0
2017,UPZ,33.0,fires,32.0
2018,UPZ,33.0,fires,12.0
2019,UPZ,33.0,fires,42.0
2020,UPZ,33.0,fires,12.0
2016,UPZ,34.0,fires,29.0
2017,UPZ,34.0,fires,18.0
2018,UPZ,34.0,fires,21.0
2019,UPZ,34.0,fires,19.0
2020,UPZ,34.0,fires,16.0
2016,UPZ,35.0,fires,45.0
2017,UPZ,35.0,fires,11.0
2018,UPZ,35.0,fires,10.0
2019,UPZ,35.0,fires,6.0
2020,UPZ,35.0,fires,2.0
2016,UPZ,36.0,fires,7.0
2017,UPZ,36.0,fires,4.0
2018,UPZ,36.0,fires,14.0
2019,UPZ,36.0,fires,20.0
2020,UPZ,36.0,fires,16.0
2016,UPZ,37.0,fires,19.0
2017,UPZ,37.0,fires,13.0
2018,UPZ,37.0,fires,9.0
2019,UPZ,37.0,fires,12.0
2020,UPZ,37.0,fires,7.0
2016,UPZ,38.0,fires,10.0
2017,UPZ,38.0,fires,3.0
2018,UPZ,38.0,fires,29.0
2019,UPZ,38.0,fires,19.0
2020,UPZ,38.0,fires,9.0
2016,UPZ,39.0,fires,29.0
2017,UPZ,39.0,fires,16.0
2018,UPZ,39.0,fires,31.0
2019,UPZ,39.0,fires,26.0
2020,UPZ,39.0,fires,20.0
2016,UPZ,40.0,fires,24.0
2017,UPZ,40.0,fires,27.0
2018,UPZ,40.0,fires,17.0
2019,UPZ,40.0,fires,7.0
2020,UPZ,40.0,fires,12.0
2016,UPZ,41.0,fires,14.0
2017,UPZ,41.0,fires,8.0
2018,UPZ,41.0,fires,7.0
2019,UPZ,41.0,fires,6.0
2020,UPZ,41.0,fires,5.0
2016,UPZ,42.0,fires,10.0
2017,UPZ,42.0,fires,7.0
2018,UPZ,42.0,fires,32.0
2019,UPZ,42.0,fires,38.0
2020,UPZ,42.0,fires,20.0
2016,UPZ,43.0,fires,28.0
2017,UPZ,43.0,fires,28.0
2018,UPZ,43.0,fires,25.0
2019,UPZ,43.0,fires,22.0
2020,UPZ,43.0,fires,16.0
2016,UPZ,44.0,fires,11.0
2017,UPZ,44.0,fires,9.0
2018,UPZ,44.0,fires,15.0
2019,UPZ,44.0,fires,15.0
2020,UPZ,44.0,fires,10.0
2016,UPZ,45.0,fires,24.0
2017,UPZ,45.0,fires,10.0
2018,UPZ,45.0,fires,50.0
2019,UPZ,45.0,fires,50.0
2020,UPZ,45.0,fires,16.0
2016,UPZ,46.0,fires,36.0
2017,UPZ,46.0,fires,19.0
2018,UPZ,46.0,fires,18.0
2019,UPZ,46.0,fires,41.0
2020,UPZ,46.0,fires,24.0
2016,UPZ,47.0,fires,32.0
2017,UPZ,47.0,fires,33.0
2018,UPZ,47.0,fires,25.0
2019,UPZ,47.0,fires,20.0
2020,UPZ,47.0,fires,5.0
2016,UPZ,48.0,fires,12.0
2017,UPZ,48.0,fires,14.0
2018,UPZ,48.0,fires,15.0
2019,UPZ,48.0,fires,24.0
2020,UPZ,48.0,fires,13.0
2016,UPZ,49.0,fires,24.0
2017,UPZ,49.0,fires,16.0
2018,UPZ,49.0,fires,8.0
2019,UPZ,49.0,fires,9.0
2020,UPZ,49.0,fires,6.0
2016,UPZ,50.0,fires,5.0
2017,UPZ,50.0,fires,5.0
2018,UPZ,50.0,fires,31.0
2019,UPZ,50.0,fires,27.0
2020,UPZ,50.0,fires,18.0
2016,UPZ,51.0,fires,90.0
2017,UPZ,51.0,fires,24.0
2018,UPZ,51.0,fires,29.0
2019,UPZ,51.0,fires,58.0
2020,UPZ,51.0,fires,21.0
2016,UPZ,52.0,fires,49.0
2017,UPZ,52.0,fires,26.0
2018,UPZ,52.0,fires,23.0
2019,UPZ,52.0,fires,9.0
2020,UPZ,52.0,fires,7.0
2016,UPZ,53.0,fires,14.0
2017,UPZ,53.0,fires,14.0
2018,UPZ,53.0,fires,15.0
2019,UPZ,53.0,fires,34.0
2020,UPZ,53.0,fires,13.0
2016,UPZ,54.0,fires,30.0
2017,UPZ,54.0,fires,12.0
2018,UPZ,54.0,fires,25.0
2019,UPZ,54.0,fires,25.0
2020,UPZ,54.0,fires,15.0
2016,UPZ,55.0,fires,51.0
2017,UPZ,55.0,fires,13.0
2018,UPZ,55.0,fires,25.0
2019,UPZ,55.0,fires,21.0
2020,UPZ,55.0,fires,21.0
2016,UPZ,56.0,fires,18.0
2017,UPZ,56.0,fires,6.0
2018,UPZ,56.0,fires,12.0
2019,UPZ,56.0,fires,16.0
2020,UPZ,56.0,fires,7.0
2016,UPZ,57.0,fires,24.0
2017,UPZ,57.0,fires,11.0
2018,UPZ,57.0,fires,32.0
2019,UPZ,57.0,fires,68.0
2020,UPZ,57.0,fires,16.0
2016,UPZ,58.0,fires,37.0
2017,UPZ,58.0,fires,12.0
2018,UPZ,58.0,fires,22.0
2019,UPZ,58.0,fires,25.0
2020,UPZ,58.0,fires,19.0
2016,UPZ,59.0,fires,39.0
2017,UPZ,59.0,fires,21.0
2018,UPZ,59.0,fires,17.0
2019,UPZ,59.0,fires,4.0
2020,UPZ,59.0,fires,12.0
2016,UPZ,60.0,fires,7.0
2017,UPZ,60.0,fires,29.0
2018,UPZ,60.0,fires,5.0
2019,UPZ,60.0,fires,8.0
2020,UPZ,60.0,fires,2.0
2016,UPZ,61.0,fires,9.0
2017,UPZ,61.0,fires,2.0
2018,UPZ,61.0,fires,12.0
2019,UPZ,61.0,fires,9.0
2020,UPZ,61.0,fires,18.0
2018,UPZ,62.0,fires,12.0
2019,UPZ,62.0,fires,25.0
2020,UPZ,62.0,fires,21.0
2016,UPZ,63.0,fires,56.0
2017,UPZ,63.0,fires,10.0
2018,UPZ,63.0,fires,6.0
2019,UPZ,63.0,fires,12.0
2020,UPZ,63.0,fires,1.0
2016,UPZ,64.0,fires,3.0
2017,UPZ,64.0,fires,0.0
2018,UPZ,64.0,fires,1.0
2019,UPZ,64.0,fires,0.0
2020,UPZ,64.0,fires,2.0
2016,UPZ,65.0,fires,3.0
2017,UPZ,65.0,fires,1.0
2018,UPZ,65.0,fires,20.0
2019,UPZ,65.0,fires,35.0
2020,UPZ,65.0,fires,9.0
2016,UPZ,66.0,fires,35.0
2017,UPZ,66.0,fires,8.0
2018,UPZ,66.0,fires,13.0
2019,UPZ,66.0,fires,18.0
2020,UPZ,66.0,fires,4.0
2016,UPZ,67.0,fires,25.0
2017,UPZ,67.0,fires,20.0
2018,UPZ,67.0,fires,37.0
2019,UPZ,67.0,fires,64.0
2020,UPZ,67.0,fires,46.0
2016,UPZ,68.0,fires,58.0
2017,UPZ,68.0,fires,28.0
2018,UPZ,68.0,fires,35.0
2019,UPZ,68.0,fires,47.0
2020,UPZ,68.0,fires,5.0
2016,UPZ,69.0,fires,50.0
2017,UPZ,69.0,fires,25.0
2018,UPZ,69.0,fires,38.0
2019,UPZ,69.0,fires,52.0
2020,UPZ,69.0,fires,21.0
2016,UPZ,70.0,fires,33.0
2017,UPZ,70.0,fires,47.0
2018,UPZ,70.0,fires,16.0
2019,UPZ,70.0,fires,31.0
2020,UPZ,70.0,fires,23.0
2016,UPZ,71.0,fires,14.0
2017,UPZ,71.0,fires,8.0
2018,UPZ,71.0,fires,25.0
2019,UPZ,71.0,fires,26.0
2020,UPZ,71.0,fires,22.0
2016,UPZ,72.0,fires,36.0
2017,UPZ,72.0,fires,34.0
2018,UPZ,72.0,fires,15.0
2019,UPZ,72.0,fires,13.0
2020,UPZ,72.0,fires,9.0
2016,UPZ,73.0,fires,6.0
2017,UPZ,73.0,fires,5.0
2018,UPZ,73.0,fires,21.0
2019,UPZ,73.0,fires,33.0
2020,UPZ,73.0,fires,20.0
2016,UPZ,74.0,fires,28.0
2017,UPZ,74.0,fires,34.0
2018,UPZ,74.0,fires,26.0
2019,UPZ,74.0,fires,28.0
2020,UPZ,74.0,fires,19.0
2016,UPZ,75.0,fires,20.0
2017,UPZ,75.0,fires,36.0
2018,UPZ,75.0,fires,36.0
2019,UPZ,75.0,fires,44.0
2020,UPZ,75.0,fires,23.0
2016,UPZ,76.0,fires,44.0
2017,UPZ,76.0,fires,30.0
2018,UPZ,76.0,fires,15.0
2019,UPZ,76.0,fires,4.0
2020,UPZ,76.0,fires,8.0
2016,UPZ,77.0,fires,11.0
2017,UPZ,77.0,fires,8.0
2018,UPZ,77.0,fires,13.0
2019,UPZ,77.0,fires,24.0
2020,UPZ,77.0,fires,12.0
2016,UPZ,78.0,fires,9.0
2017,UPZ,78.0,fires,2.0
2018,UPZ,78.0,fires,5.0
2019,UPZ,78.0,fires,17.0
2020,UPZ,78.0,fires,5.0
2016,UPZ,79.0,fires,2.0
2017,UPZ,79.0,fires,0.0
2018,UPZ,79.0,fires,5.0
2019,UPZ,79.0,fires,8.0
2020,UPZ,79.0,fires,8.0
2016,UPZ,80.0,fires,7.0
2017,UPZ,80.0,fires,10.0
2018,UPZ,80.0,fires,9.0
2019,UPZ,80.0,fires,22.0
2020,UPZ,80.0,fires,10.0
2016,UPZ,81.0,fires,16.0
2017,UPZ,81.0,fires,11.0
2018,UPZ,81.0,fires,15.0
2019,UPZ,81.0,fires,9.0
2020,UPZ,81.0,fires,2.0
2016,UPZ,82.0,fires,10.0
2017,UPZ,82.0,fires,8.0
2018,UPZ,82.0,fires,34.0
2019,UPZ,82.0,fires,36.0
2020,UPZ,82.0,fires,20.0
2016,UPZ,83.0,fires,39.0
2017,UPZ,83.0,fires,43.0
2018,UPZ,83.0,fires,3.0
2019,UPZ,83.0,fires,4.0
2020,UPZ,83.0,fires,2.0
2016,UPZ,84.0,fires,2.0
2017,UPZ,84.0,fires,1.0
2018,UPZ,84.0,fires,51.0
2019,UPZ,84.0,fires,75.0
2020,UPZ,84.0,fires,29.0
2016,UPZ,85.0,fires,67.0
2017,UPZ,85.0,fires,64.0
2018,UPZ,85.0,fires,45.0
2019,UPZ,85.0,fires,63.0
2020,UPZ,85.0,fires,20.0
2016,UPZ,86.0,fires,48.0
2017,UPZ,86.0,fires,31.0
2018,UPZ,86.0,fires,38.0
2019,UPZ,86.0,fires,72.0
2020,UPZ,86.0,fires,29.0
2016,UPZ,87.0,fires,32.0
2017,UPZ,87.0,fires,22.0
2018,UPZ,87.0,fires,20.0
2019,UPZ,87.0,fires,55.0
2020,UPZ,87.0,fires,44.0
2016,UPZ,88.0,fires,1.0
2017,UPZ,88.0,fires,3.0
2018,UPZ,88.0,fires,9.0
2019,UPZ,88.0,fires,30.0
2020,UPZ,88.0,fires,7.0
2016,UPZ,89.0,fires,16.0
2017,UPZ,89.0,fires,18.0
2018,UPZ,89.0,fires,12.0
2019,UPZ,89.0,fires,33.0
2020,UPZ,89.0,fires,6.0
2016,UPZ,90.0,fires,89.0
2017,UPZ,90.0,fires,5.0
2018,UPZ,90.0,fires,14.0
2019,UPZ,90.0,fires,23.0
2020,UPZ,90.0,fires,59.0
2016,UPZ,91.0,fires,31.0
2017,UPZ,91.0,fires,25.0
2018,UPZ,91.0,fires,12.0
2019,UPZ,91.0,fires,32.0
2020,UPZ,91.0,fires,15.0
2016,UPZ,92.0,fires,15.0
2017,UPZ,92.0,fires,16.0
2018,UPZ,92.0,fires,6.0
2019,UPZ,92.0,fires,10.0
2020,UPZ,92.0,fires,6.0
2016,UPZ,93.0,fires,18.0
2017,UPZ,93.0,fires,8.0
2018,UPZ,93.0,fires,25.0
2019,UPZ,93.0,fires,25.0
2020,UPZ,93.0,fires,19.0
2016,UPZ,94.0,fires,27.0
2017,UPZ,94.0,fires,39.0
2018,UPZ,94.0,fires,28.0
2019,UPZ,94.0,fires,23.0
2020,UPZ,94.0,fires,12.0
2016,UPZ,95.0,fires,55.0
2017,UPZ,95.0,fires,40.0
2018,UPZ,95.0,fires,37.0
2019,UPZ,95.0,fires,12.0
2020,UPZ,95.0,fires,16.0
2018,UPZ,96.0,fires,17.0
2019,UPZ,96.0,fires,21.0
2020,UPZ,96.0,fires,19.0
2016,UPZ,97.0,fires,39.0
2017,UPZ,97.0,fires,33.0
2018,UPZ,97.0,fires,31.0
2019,UPZ,97.0,fires,37.0
2020,UPZ,97.0,fires,19.0
2016,UPZ,98.0,fires,35.0
2017,UPZ,98.0,fires,31.0
2018,UPZ,98.0,fires,28.0
2019,UPZ,98.0,fires,24.0
2020,UPZ,98.0,fires,13.0
2016,UPZ,99.0,fires,22.0
2017,UPZ,99.0,fires,21.0
2018,UPZ,99.0,fires,23.0
2019,UPZ,99.0,fires,31.0
2020,UPZ,99.0,fires,14.0
2016,UPZ,100.0,fires,25.0
2017,UPZ,100.0,fires,18.0
2018,UPZ,100.0,fires,13.0
2019,UPZ,100.0,fires,12.0
2020,UPZ,100.0,fires,17.0
2016,UPZ,101.0,fires,16.0
2017,UPZ,101.0,fires,11.0
2018,UPZ,101.0,fires,22.0
2019,UPZ,101.0,fires,14.0
2020,UPZ,101.0,fires,8.0
2016,UPZ,102.0,fires,20.0
2017,UPZ,102.0,fires,14.0
2018,UPZ,102.0,fires,37.0
2019,UPZ,102.0,fires,39.0
2020,UPZ,102.0,fires,27.0
2016,UPZ,103.0,fires,70.0
2017,UPZ,103.0,fires,47.0
2018,UPZ,103.0,fires,7.0
2019,UPZ,103.0,fires,2.0
2020,UPZ,103.0,fires,1.0
2016,UPZ,104.0,fires,4.0
2017,UPZ,104.0,fires,5.0
2018,UPZ,104.0,fires,5.0
2019,UPZ,104.0,fires,3.0
2020,UPZ,104.0,fires,5.0
2016,UPZ,105.0,fires,1.0
2017,UPZ,105.0,fires,0.0
2018,UPZ,105.0,fires,0.0
2019,UPZ,105.0,fires,2.0
2020,UPZ,105.0,fires,2.0
2018,UPZ,106.0,fires,5.0
2019,UPZ,106.0,fires,10.0
2020,UPZ,106.0,fires,1.0
2016,UPZ,107.0,fires,4.0
2017,UPZ,107.0,fires,4.0
2018,UPZ,107.0,fires,6.0
2019,UPZ,107.0,fires,11.0
2020,UPZ,107.0,fires,0.0
2016,UPZ,108.0,fires,11.0
2017,UPZ,108.0,fires,12.0
2018,UPZ,108.0,fires,23.0
2019,UPZ,108.0,fires,9.0
2020,UPZ,108.0,fires,17.0
2016,UPZ,109.0,fires,21.0
2017,UPZ,109.0,fires,50.0
2018,UPZ,109.0,fires,12.0
2019,UPZ,109.0,fires,4.0
2020,UPZ,109.0,fires,2.0
2016,UPZ,110.0,fires,10.0
2017,UPZ,110.0,fires,10.0
2018,UPZ,110.0,fires,9.0
2019,UPZ,110.0,fires,6.0
2020,UPZ,110.0,fires,8.0
2016,UPZ,111.0,fires,2.0
2017,UPZ,111.0,fires,2.0
2018,UPZ,111.0,fires,5.0
2019,UPZ,111.0,fires,8.0
2020,UPZ,111.0,fires,3.0
2016,UPZ,112.0,fires,6.0
2017,UPZ,112.0,fires,16.0
2018,UPZ,112.0,fires,17.0
2019,UPZ,112.0,fires,11.0
2020,UPZ,112.0,fires,6.0
2016,UPZ,113.0,fires,7.0
2017,UPZ,113.0,fires,7.0
2018,UPZ,113.0,fires,12.0
2019,UPZ,113.0,fires,6.0
2020,UPZ,113.0,fires,3.0
2016,UPZ,114.0,fires,7.0
2017,UPZ,114.0,fires,6.0
2018,UPZ,114.0,fires,6.0
2019,UPZ,114.0,fires,6.0
2020,UPZ,114.0,fires,5.0
2016,UPZ,115.0,fires,20.0
2017,UPZ,115.0,fires,18.0
2018,UPZ,115.0,fires,2.0
2019,UPZ,115.0,fires,7.0
2020,UPZ,115.0,fires,7.0
2016,UPZ,116.0,fires,5.0
2017,UPZ,116.0,fires,6.0
2018,UPZ,116.0,fires,8.0
2019,UPZ,116.0,fires,9.0
2020,UPZ,116.0,fires,0.0
2016,UPZ,117.0,fires,1.0
2017,UPZ,117.0,fires,3.0
2018,UPZ,117.0,fires,1.0
2019,UPZ,117.0,fires,3.0
2020,UPZ,117.0,fires,1.0
2017,UPZ,1.0,rescues,0.0
2018,UPZ,1.0,rescues,3.0
2019,UPZ,1.0,rescues,2.0
2020,UPZ,1.0,rescues,2.0
2016,UPZ,2.0,rescues,0.0
2017,UPZ,2.0,rescues,1.0
2018,UPZ,2.0,rescues,1.0
2019,UPZ,2.0,rescues,0.0
2020,UPZ,2.0,rescues,0.0
2016,UPZ,3.0,rescues,0.0
2017,UPZ,3.0,rescues,0.0
2018,UPZ,3.0,rescues,3.0
2019,UPZ,3.0,rescues,2.0
2020,UPZ,3.0,rescues,0.0
2018,UPZ,9.0,rescues,30.0
2019,UPZ,9.0,rescues,43.0
2020,UPZ,9.0,rescues,25.0
2016,UPZ,10.0,rescues,27.0
2017,UPZ,10.0,rescues,34.0
2018,UPZ,10.0,rescues,11.0
2019,UPZ,10.0,rescues,26.0
2020,UPZ,10.0,rescues,9.0
2016,UPZ,11.0,rescues,5.0
2017,UPZ,11.0,rescues,5.0
2018,UPZ,11.0,rescues,21.0
2019,UPZ,11.0,rescues,36.0
2020,UPZ,11.0,rescues,10.0
2016,UPZ,12.0,rescues,20.0
2017,UPZ,12.0,rescues,14.0
2018,UPZ,12.0,rescues,31.0
2019,UPZ,12.0,rescues,33.0
2020,UPZ,12.0,rescues,18.0
2016,UPZ,13.0,rescues,20.0
2017,UPZ,13.0,rescues,45.0
2018,UPZ,13.0,rescues,91.0
2019,UPZ,13.0,rescues,117.0
2020,UPZ,13.0,rescues,67.0
2016,UPZ,14.0,rescues,86.0
2017,UPZ,14.0,rescues,103.0
2018,UPZ,14.0,rescues,55.0
2019,UPZ,14.0,rescues,31.0
2020,UPZ,14.0,rescues,18.0
2016,UPZ,15.0,rescues,26.0
2017,UPZ,15.0,rescues,34.0
2018,UPZ,15.0,rescues,14.0
2019,UPZ,15.0,rescues,17.0
2020,UPZ,15.0,rescues,8.0
2016,UPZ,16.0,rescues,6.0
2017,UPZ,16.0,rescues,21.0
2018,UPZ,16.0,rescues,45.0
2019,UPZ,16.0,rescues,93.0
2020,UPZ,16.0,rescues,51.0
2016,UPZ,17.0,rescues,43.0
2017,UPZ,17.0,rescues,68.0
2018,UPZ,17.0,rescues,35.0
2019,UPZ,17.0,rescues,17.0
2020,UPZ,17.0,rescues,21.0
2016,UPZ,18.0,rescues,17.0
2017,UPZ,18.0,rescues,27.0
2018,UPZ,18.0,rescues,41.0
2019,UPZ,18.0,rescues,56.0
2020,UPZ,18.0,rescues,45.0
2016,UPZ,19.0,rescues,41.0
2017,UPZ,19.0,rescues,50.0
2018,UPZ,19.0,rescues,54.0
2019,UPZ,19.0,rescues,71.0
2020,UPZ,19.0,rescues,36.0
2016,UPZ,20.0,rescues,56.0
2017,UPZ,20.0,rescues,44.0
2018,UPZ,20.0,rescues,34.0
2019,UPZ,20.0,rescues,34.0
2020,UPZ,20.0,rescues,12.0
2016,UPZ,21.0,rescues,25.0
2017,UPZ,21.0,rescues,36.0
2018,UPZ,21.0,rescues,23.0
2019,UPZ,21.0,rescues,22.0
2020,UPZ,21.0,rescues,20.0
2016,UPZ,22.0,rescues,26.0
2017,UPZ,22.0,rescues,22.0
2018,UPZ,22.0,rescues,48.0
2019,UPZ,22.0,rescues,41.0
2020,UPZ,22.0,rescues,23.0
2016,UPZ,23.0,rescues,36.0
2017,UPZ,23.0,rescues,32.0
2018,UPZ,23.0,rescues,27.0
2019,UPZ,23.0,rescues,20.0
2020,UPZ,23.0,rescues,20.0
2016,UPZ,24.0,rescues,14.0
2017,UPZ,24.0,rescues,9.0
2018,UPZ,24.0,rescues,47.0
2019,UPZ,24.0,rescues,74.0
2020,UPZ,24.0,rescues,24.0
2016,UPZ,25.0,rescues,34.0
2017,UPZ,25.0,rescues,46.0
2018,UPZ,25.0,rescues,32.0
2019,UPZ,25.0,rescues,29.0
2020,UPZ,25.0,rescues,15.0
2016,UPZ,26.0,rescues,16.0
2017,UPZ,26.0,rescues,23.0
2018,UPZ,26.0,rescues,55.0
2019,UPZ,26.0,rescues,64.0
2020,UPZ,26.0,rescues,36.0
2016,UPZ,27.0,rescues,51.0
2017,UPZ,27.0,rescues,45.0
2018,UPZ,27.0,rescues,81.0
2019,UPZ,27.0,rescues,77.0
2020,UPZ,27.0,rescues,50.0
2016,UPZ,28.0,rescues,37.0
2017,UPZ,28.0,rescues,66.0
2018,UPZ,28.0,rescues,95.0
2019,UPZ,28.0,rescues,96.0
2020,UPZ,28.0,rescues,52.0
2016,UPZ,29.0,rescues,96.0
2017,UPZ,29.0,rescues,116.0
2018,UPZ,29.0,rescues,70.0
2019,UPZ,29.0,rescues,38.0
2020,UPZ,29.0,rescues,26.0
2016,UPZ,30.0,rescues,43.0
2017,UPZ,30.0,rescues,49.0
2018,UPZ,30.0,rescues,61.0
2019,UPZ,30.0,rescues,51.0
2020,UPZ,30.0,rescues,39.0
2016,UPZ,31.0,rescues,42.0
2017,UPZ,31.0,rescues,48.0
2018,UPZ,31.0,rescues,30.0
2019,UPZ,31.0,rescues,24.0
2020,UPZ,31.0,rescues,20.0
2016,UPZ,32.0,rescues,27.0
2017,UPZ,32.0,rescues,34.0
2018,UPZ,32.0,rescues,36.0
2019,UPZ,32.0,rescues,34.0
2020,UPZ,32.0,rescues,28.0
2016,UPZ,33.0,rescues,19.0
2017,UPZ,33.0,rescues,35.0
2018,UPZ,33.0,rescues,17.0
2019,UPZ,33.0,rescues,42.0
2020,UPZ,33.0,rescues,9.0
2016,UPZ,34.0,rescues,17.0
2017,UPZ,34.0,rescues,22.0
2018,UPZ,34.0,rescues,31.0
2019,UPZ,34.0,rescues,41.0
2020,UPZ,34.0,rescues,17.0
2016,UPZ,35.0,rescues,16.0
2017,UPZ,35.0,rescues,21.0
2018,UPZ,35.0,rescues,14.0
2019,UPZ,35.0,rescues,15.0
2020,UPZ,35.0,rescues,16.0
2016,UPZ,36.0,rescues,10.0
2017,UPZ,36.0,rescues,7.0
2018,UPZ,36.0,rescues,12.0
2019,UPZ,36.0,rescues,20.0
2020,UPZ,36.0,rescues,18.0
2016,UPZ,37.0,rescues,8.0
2017,UPZ,37.0,rescues,12.0
2018,UPZ,37.0,rescues,21.0
2019,UPZ,37.0,rescues,22.0
2020,UPZ,37.0,rescues,17.0
2016,UPZ,38.0,rescues,24.0
2017,UPZ,38.0,rescues,28.0
2018,UPZ,38.0,rescues,33.0
2019,UPZ,38.0,rescues,53.0
2020,UPZ,38.0,rescues,27.0
2016,UPZ,39.0,rescues,44.0
2017,UPZ,39.0,rescues,42.0
2018,UPZ,39.0,rescues,51.0
2019,UPZ,39.0,rescues,45.0
2020,UPZ,39.0,rescues,50.0
2016,UPZ,40.0,rescues,31.0
2017,UPZ,40.0,rescues,70.0
2018,UPZ,40.0,rescues,58.0
2019,UPZ,40.0,rescues,50.0
2020,UPZ,40.0,rescues,25.0
2016,UPZ,41.0,rescues,24.0
2017,UPZ,41.0,rescues,35.0
2018,UPZ,41.0,rescues,26.0
2019,UPZ,41.0,rescues,26.0
2020,UPZ,41.0,rescues,8.0
2016,UPZ,42.0,rescues,21.0
2017,UPZ,42.0,rescues,11.0
2018,UPZ,42.0,rescues,47.0
2019,UPZ,42.0,rescues,50.0
2020,UPZ,42.0,rescues,29.0
2016,UPZ,43.0,rescues,51.0
2017,UPZ,43.0,rescues,38.0
2018,UPZ,43.0,rescues,29.0
2019,UPZ,43.0,rescues,30.0
2020,UPZ,43.0,rescues,20.0
2016,UPZ,44.0,rescues,20.0
2017,UPZ,44.0,rescues,41.0
2018,UPZ,44.0,rescues,31.0
2019,UPZ,44.0,rescues,50.0
2020,UPZ,44.0,rescues,29.0
2016,UPZ,45.0,rescues,43.0
2017,UPZ,45.0,rescues,44.0
2018,UPZ,45.0,rescues,36.0
2019,UPZ,45.0,rescues,54.0
2020,UPZ,45.0,rescues,44.0
2016,UPZ,46.0,rescues,41.0
2017,UPZ,46.0,rescues,32.0
2018,UPZ,46.0,rescues,65.0
2019,UPZ,46.0,rescues,61.0
2020,UPZ,46.0,rescues,59.0
2016,UPZ,47.0,rescues,47.0
2017,UPZ,47.0,rescues,81.0
2018,UPZ,47.0,rescues,50.0
2019,UPZ,47.0,rescues,59.0
2020,UPZ,47.0,rescues,45.0
2016,UPZ,48.0,rescues,12.0
2017,UPZ,48.0,rescues,49.0
2018,UPZ,48.0,rescues,32.0
2019,UPZ,48.0,rescues,39.0
2020,UPZ,48.0,rescues,28.0
2016,UPZ,49.0,rescues,31.0
2017,UPZ,49.0,rescues,38.0
2018,UPZ,49.0,rescues,26.0
2019,UPZ,49.0,rescues,12.0
2020,UPZ,49.0,rescues,6.0
2016,UPZ,50.0,rescues,7.0
2017,UPZ,50.0,rescues,4.0
2018,UPZ,50.0,rescues,27.0
2019,UPZ,50.0,rescues,51.0
2020,UPZ,50.0,rescues,25.0
2016,UPZ,51.0,rescues,18.0
2017,UPZ,51.0,rescues,36.0
2018,UPZ,51.0,rescues,32.0
2019,UPZ,51.0,rescues,30.0
2020,UPZ,51.0,rescues,16.0
2016,UPZ,52.0,rescues,25.0
2017,UPZ,52.0,rescues,26.0
2018,UPZ,52.0,rescues,7.0
2019,UPZ,52.0,rescues,9.0
2020,UPZ,52.0,rescues,5.0
2016,UPZ,53.0,rescues,3.0
2017,UPZ,53.0,rescues,10.0
2018,UPZ,53.0,rescues,12.0
2019,UPZ,53.0,rescues,15.0
2020,UPZ,53.0,rescues,16.0
2016,UPZ,54.0,rescues,16.0
2017,UPZ,54.0,rescues,14.0
2018,UPZ,54.0,rescues,25.0
2019,UPZ,54.0,rescues,39.0
2020,UPZ,54.0,rescues,21.0
2016,UPZ,55.0,rescues,22.0
2017,UPZ,55.0,rescues,26.0
2018,UPZ,55.0,rescues,16.0
2019,UPZ,55.0,rescues,16.0
2020,UPZ,55.0,rescues,18.0
2016,UPZ,56.0,rescues,10.0
2017,UPZ,56.0,rescues,11.0
2018,UPZ,56.0,rescues,12.0
2019,UPZ,56.0,rescues,9.0
2020,UPZ,56.0,rescues,8.0
2016,UPZ,57.0,rescues,10.0
2017,UPZ,57.0,rescues,13.0
2018,UPZ,57.0,rescues,45.0
2019,UPZ,57.0,rescues,46.0
2020,UPZ,57.0,rescues,27.0
2016,UPZ,58.0,rescues,35.0
2017,UPZ,58.0,rescues,37.0
2018,UPZ,58.0,rescues,33.0
2019,UPZ,58.0,rescues,29.0
2020,UPZ,58.0,rescues,24.0
2016,UPZ,59.0,rescues,38.0
2017,UPZ,59.0,rescues,38.0
2018,UPZ,59.0,rescues,19.0
2019,UPZ,59.0,rescues,10.0
2020,UPZ,59.0,rescues,8.0
2016,UPZ,60.0,rescues,7.0
2017,UPZ,60.0,rescues,9.0
2018,UPZ,60.0,rescues,3.0
2019,UPZ,60.0,rescues,3.0
2020,UPZ,60.0,rescues,6.0
2016,UPZ,61.0,rescues,1.0
2017,UPZ,61.0,rescues,1.0
2018,UPZ,61.0,rescues,8.0
2019,UPZ,61.0,rescues,14.0
2020,UPZ,61.0,rescues,10.0
2018,UPZ,62.0,rescues,20.0
2019,UPZ,62.0,rescues,22.0
2020,UPZ,62.0,rescues,11.0
2016,UPZ,63.0,rescues,16.0
2017,UPZ,63.0,rescues,12.0
2018,UPZ,63.0,rescues,11.0
2019,UPZ,63.0,rescues,0.0
2020,UPZ,63.0,rescues,7.0
2016,UPZ,64.0,rescues,1.0
2017,UPZ,64.0,rescues,1.0
2018,UPZ,64.0,rescues,1.0
2019,UPZ,64.0,rescues,0.0
2020,UPZ,64.0,rescues,1.0
2016,UPZ,65.0,rescues,2.0
2017,UPZ,65.0,rescues,0.0
2018,UPZ,65.0,rescues,13.0
2019,UPZ,65.0,rescues,24.0
